0	-18.731796	0.013733	1400.000000
1	-45.531525	0.001921	1050.000000
2	-47.640404	0.000480	1300.000000
3	-45.944706	-0.003414	1350.000000
4	-47.237816	0.002452	1300.000000
5	-48.603268	-0.000016	1750.000000
6	-48.201511	-0.000957	1450.000000
7	-47.822056	0.000146	1250.000000
8	-51.027023	-0.000053	2250.000000
9	-49.700691	-0.000599	1350.000000
10	-45.951115	0.001520	1200.000000
11	-49.897575	0.000773	1400.000000
12	-49.633102	-0.001398	1600.000000
13	-49.940838	0.000974	1300.000000
14	-47.881516	-0.000431	900.000000
15	-46.812397	0.000939	700.000000
16	-46.251293	0.000974	750.000000
17	-47.097038	-0.002564	1800.000000
18	-46.148998	-0.000909	750.000000
19	-47.495823	0.001702	1400.000000
20	-47.126778	0.003268	900.000000
21	-42.954174	-0.006021	350.000000
22	-43.466526	0.001674	700.000000
23	-43.355537	-0.004523	600.000000
24	-36.528736	0.010850	450.000000
25	-35.749508	-0.001192	150.000000
26	-33.928688	-0.008859	50.000000
27	-37.263245	-0.000861	200.000000
28	-36.277462	0.013770	0.000000
29	-36.139851	-0.010673	500.000000
30	-39.513973	0.001114	300.000000
31	-30.468967	-0.006856	50.000000
32	-36.713131	0.009634	350.000000
33	-35.064865	-0.003916	350.000000
34	-34.911598	0.001090	200.000000
35	-35.221298	-0.006723	100.000000
36	-32.542198	0.016385	200.000000
37	-37.191246	-0.005431	350.000000
38	-35.015240	0.003496	350.000000
39	-39.776871	-0.009060	0.000000
40	-38.200432	-0.002894	300.000000
41	-38.045338	0.003953	150.000000
42	-39.775112	0.008001	550.000000
43	-39.801556	-0.007760	450.000000
44	-41.495640	-0.001475	500.000000
45	-37.588974	0.007733	300.000000
46	-33.723557	-0.010971	350.000000
47	-43.146904	0.004019	900.000000
48	-39.298286	-0.003254	150.000000
49	-38.626633	0.008708	600.000000
50	-44.724945	0.002207	450.000000
51	-36.544434	-0.011285	350.000000
52	-39.510254	0.003496	250.000000
53	-33.463280	0.008868	150.000000
54	-37.962181	-0.004902	250.000000
55	-40.805325	-0.006126	550.000000
56	-44.645256	-0.002246	950.000000
57	-38.054234	0.010090	650.000000
58	-39.379948	-0.005940	150.000000
59	-41.735306	0.002934	900.000000
60	-42.603394	0.003796	350.000000
61	-39.518684	-0.005563	1400.000000
62	-45.075924	0.000441	550.000000
63	-42.593971	0.002748	800.000000
64	-40.530922	-0.001888	550.000000
65	-40.373669	-0.000797	400.000000
66	-44.284466	-0.002862	800.000000
67	-40.519180	0.004252	650.000000
68	-39.858154	-0.003827	600.000000
69	-42.163902	0.006978	400.000000
70	-37.221489	-0.006242	100.000000
71	-45.296398	0.001112	1000.000000
72	-43.885151	0.004265	850.000000
73	-43.060276	-0.005227	600.000000
74	-49.709492	-0.000356	1500.000000
75	-46.083054	0.002998	1100.000000
76	-45.720505	0.002210	1400.000000
77	-49.225018	-0.000785	1450.000000
78	-47.536903	-0.002406	1700.000000
79	-47.880196	-0.000746	2000.000000
80	-47.255966	0.001313	1400.000000
81	-49.046913	-0.000580	1450.000000
82	-47.018276	-0.001200	1150.000000
83	-46.290340	-0.002359	1050.000000
84	-43.120609	0.002721	1450.000000
85	-41.238522	0.002462	1350.000000
86	-43.519756	-0.001946	550.000000
87	-46.624519	0.000983	1450.000000
88	-46.421795	0.001947	950.000000
89	-47.393322	0.000358	1800.000000
90	-44.239117	-0.003743	1200.000000
91	-35.097263	-0.000270	2400.000000
92	-47.430935	-0.000916	1250.000000
93	-48.717384	0.000843	2000.000000
94	-48.787849	0.000083	1900.000000
95	-47.179909	0.002703	1500.000000
96	-46.006729	0.000419	1400.000000
97	-45.829010	-0.001879	1700.000000
98	-47.126396	0.001313	1350.000000
99	-44.527889	0.000057	1300.000000
100	-46.118198	-0.002836	900.000000
101	-47.605789	-0.002456	1500.000000
102	-46.951191	0.002188	1600.000000
103	-36.221825	0.002320	1050.000000
104	-37.736557	-0.001588	1800.000000
105	-43.482903	-0.002948	2350.000000
106	-43.374454	0.001363	1400.000000
107	-40.717682	0.005599	1050.000000
108	-43.256260	-0.001533	1400.000000
109	-44.677254	-0.003164	1550.000000
110	-44.348671	0.001128	1700.000000
111	-46.104172	0.001451	1800.000000
112	-45.397564	0.000161	1500.000000
113	-47.111942	-0.000739	1350.000000
114	-46.334972	-0.001790	1350.000000
115	-45.467773	0.003239	1000.000000
116	-46.425697	0.000978	1650.000000
117	-43.677944	-0.003371	1350.000000
118	-44.089130	-0.003287	800.000000
119	-46.456966	0.003225	1100.000000
120	-44.643364	0.004106	800.000000
121	-45.979084	-0.002180	900.000000
122	-46.052094	-0.003323	900.000000
123	-45.301659	0.000727	950.000000
124	-45.068100	0.003238	1200.000000
125	-45.194309	-0.002905	1200.000000
126	-46.390350	-0.001558	1050.000000
127	-46.001492	0.000884	1200.000000
128	-43.407940	0.003749	1350.000000
129	-49.200539	-0.000244	1450.000000
130	-48.845345	-0.001469	1450.000000
131	-43.984821	-0.004466	1000.000000
132	-45.743927	0.003601	1050.000000
133	-46.880054	0.002633	1500.000000
134	-47.203579	-0.000941	950.000000
135	-47.722874	-0.001692	1150.000000
136	-51.195107	0.000105	1900.000000
137	-47.848320	0.001040	1450.000000
138	-49.209499	0.000160	1300.000000
139	-44.455715	-0.001677	700.000000
140	-43.668907	0.000898	950.000000
141	-43.190556	0.002507	850.000000
142	-37.131573	0.003004	500.000000
143	-24.263914	-0.016813	100.000000
144	-20.402390	-0.011751	400.000000
145	-18.838003	0.009462	150.000000
146	-16.375664	0.012598	100.000000
147	-16.579992	-0.008990	100.000000
148	-16.734840	-0.022366	300.000000
149	-16.563402	0.038360	100.000000
150	-21.027563	-0.059719	1150.000000
151	-16.895285	0.083617	1500.000000
152	-17.961798	-0.048201	2300.000000
153	-22.926933	-0.016940	3650.000000
154	-24.901463	0.047707	650.000000
155	-34.416088	0.009350	250.000000
156	-34.294430	-0.018974	0.000000
157	-41.645157	-0.004805	700.000000
158	-48.392269	-0.001292	1100.000000
159	-44.303295	0.003359	1100.000000
160	-24.747818	-0.005363	850.000000
161	-19.579767	0.007967	1000.000000
162	-20.024721	0.019785	400.000000
163	-12.299119	0.005110	300.000000
164	-10.902419	-0.051190	300.000000
165	-11.016856	0.015027	350.000000
166	-12.014144	-0.000114	300.000000
167	-15.293899	-0.008658	300.000000
168	-15.413624	-0.008111	250.000000
169	-15.635470	0.006614	200.000000
170	-16.254841	0.007717	200.000000
171	-16.742592	0.010199	200.000000
172	-15.918144	0.017068	200.000000
173	-15.195634	0.019634	300.000000
174	-14.873082	0.001771	100.000000
175	-15.590809	-0.011152	100.000000
176	-16.117786	0.002285	300.000000
177	-16.709320	0.000521	200.000000
178	-17.828012	-0.020506	200.000000
179	-20.580194	-0.014119	400.000000
180	-17.742914	0.004550	100.000000
181	-15.670096	-0.026664	400.000000
182	-29.625647	0.002231	1500.000000
183	-24.232008	0.027128	550.000000
184	-24.456816	-0.003385	300.000000
185	-23.162508	-0.006597	300.000000
186	-18.862337	0.023345	200.000000
187	-16.130686	0.025830	150.000000
188	-15.196933	-0.043490	100.000000
189	-15.470068	-0.011759	200.000000
190	-14.782499	-0.009735	200.000000
191	-15.001721	0.023217	250.000000
192	-14.821338	0.015165	250.000000
193	-16.003309	-0.018214	300.000000
194	-16.279932	-0.000134	400.000000
195	-16.327883	-0.005283	350.000000
196	-14.459406	0.043000	350.000000
197	-15.017624	-0.039662	100.000000
198	-15.985410	-0.012547	250.000000
199	-16.282249	0.024565	600.000000
200	-15.669087	0.002492	750.000000
201	-17.639574	-0.020464	700.000000
202	-18.511816	0.002204	850.000000
203	-16.259647	0.027365	550.000000
204	-15.608876	-0.010384	500.000000
205	-14.817607	-0.021282	400.000000
206	-13.173726	0.037317	350.000000
207	-14.473350	-0.020435	400.000000
208	-15.885873	-0.006628	350.000000
209	-16.037878	-0.010655	400.000000
210	-15.909019	-0.005774	350.000000
211	-15.793848	0.029061	300.000000
212	-17.204752	0.013536	450.000000
213	-21.210932	-0.015962	200.000000
214	-28.957865	-0.007533	400.000000
215	-29.527479	0.004812	200.000000
216	-35.296589	0.002143	150.000000
217	-33.478104	-0.006388	350.000000
